"Town","FIPS","Year","Measure Type","Variable","Value"
"Monroe","0900148620","2001","Number","Murder",0
"Montville","0901148900","2001","Number","Murder",0
"Morris","0900549460","2001","Number","Murder",0
"Naugatuck","0900949950","2001","Number","Murder",0
"New Britain","0900350440","2001","Number","Murder",3
"New Canaan","0900150580","2001","Number","Murder",0
"New Fairfield","0900150860","2001","Number","Murder",0
"New Hartford","0900551350","2001","Number","Murder",0
"New Haven","0900952070","2001","Number","Murder",19
"New London","0901152350","2001","Number","Murder",1
"New Milford","0900552630","2001","Number","Murder",0
"Newington","0900352140","2001","Number","Murder",0
"Newtown","0900152980","2001","Number","Murder",0
"Norfolk","0900553470","2001","Number","Murder",0
"North Branford","0900953890","2001","Number","Murder",0
"North Canaan","0900554030","2001","Number","Murder",0
"North Haven","0900954870","2001","Number","Murder",1
"North Stonington","0901155500","2001","Number","Murder",0
"Norwalk","0900156060","2001","Number","Murder",1
"Norwich","0901156270","2001","Number","Murder",0
"Old Lyme","0901157040","2001","Number","Murder",0
"Old Saybrook","0900757320","2001","Number","Murder",0
"Orange","0900957600","2001","Number","Murder",0
"Oxford","0900958300","2001","Number","Murder",1
"Plainfield","0901559980","2001","Number","Murder",3
"Plainville","0900360120","2001","Number","Murder",0
"Plymouth","0900560750","2001","Number","Murder",1
"Pomfret","0901561030","2001","Number","Murder",1
"Portland","0900761800","2001","Number","Murder",0
"Preston","0901162150","2001","Number","Murder",0
"Prospect","0900962290","2001","Number","Murder",0
"Putnam","0901562710","2001","Number","Murder",0
"Redding","0900163480","2001","Number","Murder",0
"Ridgefield","0900163970","2001","Number","Murder",0
"Rocky Hill","0900365370","2001","Number","Murder",1
"Roxbury","0900565930","2001","Number","Murder",0
"Salem","0901166210","2001","Number","Murder",1
"Salisbury","0900566420","2001","Number","Murder",0
"Scotland","0901567400","2001","Number","Murder",0
"Seymour","0900967610","2001","Number","Murder",0
"Sharon","0900567960","2001","Number","Murder",0
"Shelton","0900168170","2001","Number","Murder",0
"Sherman","0900168310","2001","Number","Murder",0
"Simsbury","0900368940","2001","Number","Murder",0
"Somers","0901369220","2001","Number","Murder",1
"South Windsor","0900371390","2001","Number","Murder",0
"Southbury","0900969640","2001","Number","Murder",0
"Southington","0900370550","2001","Number","Murder",0
"Sprague","0901171670","2001","Number","Murder",0
"Stafford","0901372090","2001","Number","Murder",0
"Stamford","0900173070","2001","Number","Murder",1
"Sterling","0901573420","2001","Number","Murder",0
"Stonington","0901173770","2001","Number","Murder",1
"Stratford","0900174190","2001","Number","Murder",1
"Suffield","0900374540","2001","Number","Murder",0
"Thomaston","0900575730","2001","Number","Murder",0
"Thompson","0901575870","2001","Number","Murder",0
"Tolland","0901376290","2001","Number","Murder",0
"Torrington","0900576570","2001","Number","Murder",0
"Trumbull","0900177200","2001","Number","Murder",0
"Union","0901377830","2001","Number","Murder",0
"Vernon","0901378250","2001","Number","Murder",0
"Voluntown","0901178600","2001","Number","Murder",0
"Wallingford","0900978740","2001","Number","Murder",0
"Warren","0900579510","2001","Number","Murder",0
"Washington","0900579720","2001","Number","Murder",1
"Waterbury","0900980070","2001","Number","Murder",7
"Waterford","0901180280","2001","Number","Murder",1
"Watertown","0900580490","2001","Number","Murder",0
"West Hartford","0900382590","2001","Number","Murder",0
"West Haven","0900982870","2001","Number","Murder",2
"Westbrook","0900781680","2001","Number","Murder",0
"Weston","0900183430","2001","Number","Murder",0
"Westport","0900183500","2001","Number","Murder",0
"Wethersfield","0900384900","2001","Number","Murder",0
"Willington","0901385950","2001","Number","Murder",0
"Wilton","0900186370","2001","Number","Murder",0
"Winchester","0900586440","2001","Number","Murder",0
"Windham","0901586790","2001","Number","Murder",0
"Windsor","0900387000","2001","Number","Murder",0
"Windsor Locks","0900387070","2001","Number","Murder",0
"Wolcott","0900987560","2001","Number","Murder",0
"Woodbridge","0900987700","2001","Number","Murder",0
"Woodbury","0900587910","2001","Number","Murder",0
"Woodstock","0901588190","2001","Number","Murder",0
"Andover","0901301080","2002","Number","Murder",0
"Ansonia","0900901220","2002","Number","Murder",2
"Ashford","0901501430","2002","Number","Murder",0
"Avon","0900302060","2002","Number","Murder",0
"Barkhamsted","0900502760","2002","Number","Murder",0
"Beacon Falls","0900903250","2002","Number","Murder",0
"Berlin","0900304300","2002","Number","Murder",0
"Bethany","0900904580","2002","Number","Murder",0
"Bethel","0900104720","2002","Number","Murder",1
"Bethlehem","0900504930","2002","Number","Murder",0
"Bloomfield","0900305910","2002","Number","Murder",1
"Bolton","0901306260","2002","Number","Murder",0
"Bozrah","0901106820","2002","Number","Murder",0
"Branford","0900907310","2002","Number","Murder",0
"Bridgeport","0900108070","2002","Number","Murder",12
"Bridgewater","0900508210","2002","Number","Murder",0
"Bristol","0900308490","2002","Number","Murder",2
"Brookfield","0900108980","2002","Number","Murder",0
"Brooklyn","0901509190","2002","Number","Murder",0
"Burlington","0900310100","2002","Number","Murder",0
"Canaan","0900510940","2002","Number","Murder",0
"Canterbury","0901512130","2002","Number","Murder",0
"Canton","0900312270","2002","Number","Murder",0
"Chaplin","0901513810","2002","Number","Murder",0
"Cheshire","0900914160","2002","Number","Murder",0
"Chester","0900714300","2002","Number","Murder",0
"Clinton","0900715350","2002","Number","Murder",0
"Colchester","0901115910","2002","Number","Murder",0
"Colebrook","0900516050","2002","Number","Murder",0
"Columbia","0901316400","2002","Number","Murder",0
"Connecticut","09","2002","Number","Murder",88
"Cornwall","0900517240","2002","Number","Murder",0
"Coventry","0901317800","2002","Number","Murder",0
"Cromwell","0900718080","2002","Number","Murder",0
"Danbury","0900118500","2002","Number","Murder",2
"Darien","0900118850","2002","Number","Murder",0
"Deep River","0900719130","2002","Number","Murder",0
"Derby","0900919550","2002","Number","Murder",0
"Durham","0900720810","2002","Number","Murder",1
"East Granby","0900322070","2002","Number","Murder",0
"East Haddam","0900722280","2002","Number","Murder",0
"East Hampton","0900722490","2002","Number","Murder",0
"East Hartford","0900322630","2002","Number","Murder",0
"East Haven","0900922910","2002","Number","Murder",0
"East Lyme","0901123400","2002","Number","Murder",0
"East Windsor","0900324800","2002","Number","Murder",2
"Eastford","0901521860","2002","Number","Murder",0
"Easton","0900123890","2002","Number","Murder",0
"Ellington","0901325360","2002","Number","Murder",0
"Enfield","0900325990","2002","Number","Murder",0
"Essex","0900726270","2002","Number","Murder",0
"Fairfield","0900126620","2002","Number","Murder",0
"Farmington","0900327600","2002","Number","Murder",0
"Franklin","0901129910","2002","Number","Murder",0
"Glastonbury","0900331240","2002","Number","Murder",0
"Goshen","0900532290","2002","Number","Murder",0
"Granby","0900332640","2002","Number","Murder",0
"Greenwich","0900133620","2002","Number","Murder",0
"Griswold","0901133900","2002","Number","Murder",1
"Groton","0901134250","2002","Number","Murder",1
"Guilford","0900934950","2002","Number","Murder",0
"Haddam","0900735230","2002","Number","Murder",0
"Hamden","0900935650","2002","Number","Murder",1
"Hampton","0901536000","2002","Number","Murder",0
"Hartford","0900337070","2002","Number","Murder",25
"Hartland","0900337140","2002","Number","Murder",0
"Harwinton","0900537280","2002","Number","Murder",0
"Hebron","0901337910","2002","Number","Murder",0
"Kent","0900540290","2002","Number","Murder",0
"Killingly","0901540500","2002","Number","Murder",1
"Killingworth","0900740710","2002","Number","Murder",0
"Lebanon","0901142390","2002","Number","Murder",0
"Ledyard","0901142600","2002","Number","Murder",0
"Lisbon","0901143230","2002","Number","Murder",0
"Litchfield","0900543370","2002","Number","Murder",0
"Lyme","0901144210","2002","Number","Murder",0
"Madison","0900944560","2002","Number","Murder",0
"Manchester","0900344700","2002","Number","Murder",1
"Mansfield","0901344910","2002","Number","Murder",0
"Marlborough","0900345820","2002","Number","Murder",0
"Meriden","0900946520","2002","Number","Murder",0
"Middlebury","0900946940","2002","Number","Murder",0
"Middlefield","0900747080","2002","Number","Murder",0
"Middletown","0900747360","2002","Number","Murder",0
"Milford","0900947535","2002","Number","Murder",2
"Monroe","0900148620","2002","Number","Murder",0
"Montville","0901148900","2002","Number","Murder",0
"Morris","0900549460","2002","Number","Murder",0
"Naugatuck","0900949950","2002","Number","Murder",0
"New Britain","0900350440","2002","Number","Murder",0
"New Canaan","0900150580","2002","Number","Murder",0
"New Fairfield","0900150860","2002","Number","Murder",2
"New Hartford","0900551350","2002","Number","Murder",0
"New Haven","0900952070","2002","Number","Murder",9
"New London","0901152350","2002","Number","Murder",0
"New Milford","0900552630","2002","Number","Murder",1
"Newington","0900352140","2002","Number","Murder",1
"Newtown","0900152980","2002","Number","Murder",0
"Norfolk","0900553470","2002","Number","Murder",0
"North Branford","0900953890","2002","Number","Murder",0
"North Canaan","0900554030","2002","Number","Murder",0
"North Haven","0900954870","2002","Number","Murder",0
"North Stonington","0901155500","2002","Number","Murder",0
"Norwalk","0900156060","2002","Number","Murder",2
"Norwich","0901156270","2002","Number","Murder",4
"Old Lyme","0901157040","2002","Number","Murder",0
"Old Saybrook","0900757320","2002","Number","Murder",0
"Orange","0900957600","2002","Number","Murder",0
"Oxford","0900958300","2002","Number","Murder",0
"Plainfield","0901559980","2002","Number","Murder",0
"Plainville","0900360120","2002","Number","Murder",0
"Plymouth","0900560750","2002","Number","Murder",0
"Pomfret","0901561030","2002","Number","Murder",0
"Portland","0900761800","2002","Number","Murder",0
"Preston","0901162150","2002","Number","Murder",0
"Prospect","0900962290","2002","Number","Murder",0
"Putnam","0901562710","2002","Number","Murder",0
"Redding","0900163480","2002","Number","Murder",0
"Ridgefield","0900163970","2002","Number","Murder",0
"Rocky Hill","0900365370","2002","Number","Murder",0
"Roxbury","0900565930","2002","Number","Murder",0
"Salem","0901166210","2002","Number","Murder",0
"Salisbury","0900566420","2002","Number","Murder",0
"Scotland","0901567400","2002","Number","Murder",0
"Seymour","0900967610","2002","Number","Murder",0
"Sharon","0900567960","2002","Number","Murder",0
"Shelton","0900168170","2002","Number","Murder",0
"Sherman","0900168310","2002","Number","Murder",0
"Simsbury","0900368940","2002","Number","Murder",0
"Somers","0901369220","2002","Number","Murder",0
"South Windsor","0900371390","2002","Number","Murder",0
"Southbury","0900969640","2002","Number","Murder",0
"Southington","0900370550","2002","Number","Murder",0
"Sprague","0901171670","2002","Number","Murder",0
"Stafford","0901372090","2002","Number","Murder",0
"Stamford","0900173070","2002","Number","Murder",2
"Sterling","0901573420","2002","Number","Murder",0
"Stonington","0901173770","2002","Number","Murder",0
"Stratford","0900174190","2002","Number","Murder",2
"Suffield","0900374540","2002","Number","Murder",0
"Thomaston","0900575730","2002","Number","Murder",0
"Thompson","0901575870","2002","Number","Murder",0
"Tolland","0901376290","2002","Number","Murder",0
"Torrington","0900576570","2002","Number","Murder",1
"Trumbull","0900177200","2002","Number","Murder",0
"Union","0901377830","2002","Number","Murder",0
"Vernon","0901378250","2002","Number","Murder",0
"Voluntown","0901178600","2002","Number","Murder",0
"Wallingford","0900978740","2002","Number","Murder",0
"Warren","0900579510","2002","Number","Murder",0
"Washington","0900579720","2002","Number","Murder",0
"Waterbury","0900980070","2002","Number","Murder",5
"Waterford","0901180280","2002","Number","Murder",0
"Watertown","0900580490","2002","Number","Murder",1
"West Hartford","0900382590","2002","Number","Murder",0
"West Haven","0900982870","2002","Number","Murder",1
"Westbrook","0900781680","2002","Number","Murder",0
"Weston","0900183430","2002","Number","Murder",0
"Westport","0900183500","2002","Number","Murder",0
"Wethersfield","0900384900","2002","Number","Murder",1
"Willington","0901385950","2002","Number","Murder",0
"Wilton","0900186370","2002","Number","Murder",0
"Winchester","0900586440","2002","Number","Murder",0
"Windham","0901586790","2002","Number","Murder",0
"Windsor","0900387000","2002","Number","Murder",0
"Windsor Locks","0900387070","2002","Number","Murder",0
"Wolcott","0900987560","2002","Number","Murder",0
"Woodbridge","0900987700","2002","Number","Murder",0
"Woodbury","0900587910","2002","Number","Murder",0
"Woodstock","0901588190","2002","Number","Murder",0
"Andover","0901301080","2003","Number","Murder",0
"Ansonia","0900901220","2003","Number","Murder",0
"Ashford","0901501430","2003","Number","Murder",0
"Avon","0900302060","2003","Number","Murder",1
"Barkhamsted","0900502760","2003","Number","Murder",0
"Beacon Falls","0900903250","2003","Number","Murder",0
"Berlin","0900304300","2003","Number","Murder",0
"Bethany","0900904580","2003","Number","Murder",0
